"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35"
"1",0,0.3741213172221,0.489172525802502,0.760779863035283,0.653285664927676,0.998066255315738,0.966208181501267,1.2163373545197,1.60272369733525,1.58205506857378,1.8265568729169,1.91808921846717,1.9343800066171,2.03509945948594,2.01442528032191,2.51971684917174,2.54627684276474,2.25131240835207,2.04985076529975,2.00961472924539,1.82932787930431,1.51328755033535,1.23628265780929,1.43895990562627,1.08891028556075,0.907551012340347,0.914664616129869,0.740067807704131,0.854826508713903,1.23357772758752,1.82001130765717,1.54195642286025,1.58811013786827,1.05467767588017,0.865220486350156
"2",0.3741213172221,0,0.138495487291103,0.465866461553083,0.497257478576238,0.830676356952566,0.677022311301474,1.00336914443289,1.37533407214392,1.39240667909917,1.62651229629535,1.74073502004182,1.71867863488204,1.7930034160592,1.72259578833806,2.22999510313363,2.23129021868514,1.93030376884054,1.72604548028144,1.66184626244428,1.50504780322753,1.20840543279149,0.952179022033145,1.09506906174907,0.717289683461292,0.534817875542687,0.554249943617499,0.439986363425051,0.584578685892669,0.98940451282577,1.59940551455845,1.27349616803506,1.26269998416092,0.680970601421238,0.560699215266082
"3",0.489172525802502,0.138495487291103,0,0.331065794065157,0.410241392353329,0.721856779423723,0.540772789626097,0.879046437908705,1.24536493045211,1.27012572606021,1.50077988059541,1.61933888053119,1.58960128648664,1.65944666982702,1.58432580298372,2.09168285358942,2.09318776988592,1.79254501756581,1.58846089029601,1.52879691260808,1.36740151016444,1.06993069401713,0.815301717157517,0.96035943791894,0.603062592107983,0.425254229843744,0.498325195028307,0.458415750165722,0.61156458367044,0.858491287084498,1.46981801594618,1.13754669794255,1.12500811108186,0.574698146856245,0.565246503748586
"4",0.760779863035283,0.465866461553083,0.331065794065157,0,0.278483320865001,0.447268655284497,0.211993514051731,0.560019428234415,0.916374514049802,0.951633248683551,1.17627369689202,1.30083867178064,1.26110499562884,1.32838308104252,1.26293982833706,1.77026918856992,1.78623709512484,1.4905377418905,1.28920865650212,1.26258075385301,1.06890593131483,0.754449077141728,0.487591027398996,0.69423296522133,0.487158916576512,0.380681546702752,0.593793027914603,0.693663578400936,0.840780328028661,0.529250611714347,1.14094783403975,0.807692893369758,0.828357175377871,0.499092175855322,0.765218328322046
"5",0.653285664927676,0.497257478576238,0.410241392353329,0.278483320865001,0,0.349666426755552,0.395386658854339,0.563536547173288,0.950206930094701,0.931920039488365,1.17503840362773,1.27318098085072,1.28122646319844,1.38377174779657,1.38921605591068,1.88792890755981,1.93969014020281,1.65705595560319,1.46389412185444,1.47736589915972,1.24998443590311,0.915164187454903,0.626238524844967,0.924716848554189,0.765416416076896,0.646401392325234,0.829338290446062,0.860851322819452,1.01442399419572,0.590246634890875,1.16673433137111,0.906140325777414,1.02025205219102,0.774400645660888,0.956708006656156
"6",0.998066255315738,0.830676356952566,0.721856779423723,0.447268655284497,0.349666426755552,0,0.369920261678108,0.243681369825433,0.62030073351561,0.58400247430983,0.82868145870413,0.923539387357146,0.939515811468867,1.05495912717034,1.10942199365256,1.59100196417226,1.67376067883076,1.41077128195892,1.23296456153452,1.30353396963793,1.03629138759328,0.700147670138237,0.433294772643292,0.815503868782975,0.852028849276828,0.802541892987526,1.03489942023367,1.13644393174498,1.2858154649871,0.317701998734669,0.828346914040245,0.624977727603156,0.8370948333373,0.887706173235263,1.21225972464649
"7",0.966208181501267,0.677022311301474,0.540772789626097,0.211993514051731,0.395386658854339,0.369920261678108,0,0.391868102810115,0.71814900960734,0.773411203694389,0.985861024688573,1.11911572234511,1.06262926743056,1.12102799251401,1.05184226954426,1.55895902768482,1.58052168919,1.28795326390363,1.08892773405768,1.08407140447482,0.8703980928288,0.547230993274321,0.275600000000005,0.529735367896083,0.482841754615316,0.455336677635353,0.701811092816287,0.85717256722319,0.994854466743746,0.334950085833702,0.942002446918263,0.596774798395512,0.633768695976695,0.521986829335756,0.908885383312982
"8",1.2163373545197,1.00336914443289,0.879046437908705,0.560019428234415,0.563536547173288,0.243681369825433,0.391868102810115,0,0.386698862165386,0.391889065935761,0.623286362757926,0.741305207050383,0.721007551971549,0.82089736873741,0.866869246195767,1.34750182189116,1.43228837878411,1.17458120196095,1.00311486879619,1.09818297200422,0.816591580901989,0.491635281484152,0.280811769696356,0.669867964601981,0.840412547502708,0.843951681081329,1.09254466270262,1.24375594068932,1.38454505163247,0.116504291766441,0.60456797798097,0.385218444522071,0.640773353066435,0.891127577847295,1.30010703020943
"9",1.60272369733525,1.37533407214392,1.24536493045211,0.916374514049802,0.950206930094701,0.62030073351561,0.71814900960734,0.386698862165386,0,0.1805244858738,0.27793445270423,0.43094547218877,0.344877601476232,0.435011907882988,0.552571950066238,0.98894097397165,1.11182562032002,0.894966485406021,0.765050462387939,0.944479438632732,0.641867307159354,0.441758033316884,0.477375910577814,0.727475882761762,1.07110623189299,1.12863354991778,1.37777117476016,1.56786651536411,1.6979060074103,0.387130417301452,0.224573395574804,0.227095926867921,0.581811275243099,1.13383475427418,1.60588848927937
"10",1.58205506857378,1.39240667909917,1.27012572606021,0.951633248683551,0.931920039488365,0.58400247430983,0.773411203694389,0.391889065935761,0.1805244858738,0,0.246076431215994,0.349432811853727,0.367109806461227,0.517203837959462,0.711925845857562,1.10849810103581,1.2573721167578,1.05956974286736,0.940245159519579,1.12497011515862,0.822387505984861,0.605619096462456,0.575518279466428,0.880048867961322,1.17854897649609,1.21237659165789,1.4630248665009,1.63032474065752,1.76794865310053,0.442609184269821,0.273484844187018,0.394575328676287,0.75249970764114,1.23710534717137,1.68045298952395
